name,address,province,city,district,business_scope,contact,phone,registered_capital,registered_capital_raw,business_status,industry_code,tech_keywords,credit_score,role,is_verified,verification_status,source,source_company_id,source_url,source_query,uscc,establishment_date,website,phones_count,crucial_count,tags,raw_industries,scraped_at
苏州盛地自动化设备有限公司,苏州市吴中区东太湖路2266号2幢,江苏省,苏州市,吴中区,"水处理设备,喷枪PH计,维护,仪器仪表,电子产品,工业自动化设备,机械设备,机电设备安装",吴**,00000000000,1001.0,1001万人民币,存续,,工业自动控制系统装置制造,80.0,enterprise,true,approved,tianxiagongchang.com,380072,https://www.tianxiagongchang.com/detail/380072_su-zhou-sheng-di-zi-dong-hua-she-bei-you-xian-gong-si,自动化设备,913205067859576103,2006-03-23,http://www.sengd.com,17,1,"存续,真实工厂",工业自动控制系统装置制造,2026-09-15T16:08:20.726521+00:00
河北有为安科自动化设备有限公司,河北省沧州市黄骅市开发区神华大街西金江路北,河北省,沧州市,黄骅市,"制造,安装自动化机械设备,环保设备,汽车配件,金属制品,通用零部件加工,销售机电设备及配件,金属材料,不锈钢制品,五金交电,建筑材料,装饰材料,劳务服务,建筑劳务分包,专业承包,施工总承包,仓储服务,机械设备租赁,自动化设备技术开发,技术咨询、技术服务,道路货物运输,货物进出口",商**,00000000000,1200.0,1200万人民币,存续,,"其他未列明通用设备制造业,工业自动控制系统装置制造",80.0,enterprise,true,approved,tianxiagongchang.com,412478,https://www.tianxiagongchang.com/detail/412478_he-bei-you-wei-an-ke-zi-dong-hua-she-bei-you-xian-gong-si,自动化设备,91130983MA07Q73893,2016-04-26,,4,1,"存续,真实工厂","其他未列明通用设备制造业,工业自动控制系统装置制造",2026-09-15T16:08:20.726521+00:00
新乡市华隆自动化设备有限公司,河南省新乡市高新区火炬园F3座（201-202）-150,河南省,新乡市,红旗区,"技术转让,互联网服务,节水灌溉物联网控制设备,销售,技术开发,货物进出口,自动化设备,水利水电智能系统软件,玻璃钢制品,工业机器人,电子产品销售,农业远程自动化监控系统的技术研发销售及技术服务,阀门,环保设备,仪器仪表生产,农田灌溉信息化系统,电气设备,水电双计量控制设备,计算机系统集成,光伏发电产品,软件开发销售,智能节水灌溉设备,涡轮,涡街流量计,五金机电,电磁",宋*,00000000000,1200.0,1200万人民币,存续,,"通用仪器仪表制造,其他机械设备及电子产品批发",80.0,enterprise,true,approved,tianxiagongchang.com,577865,https://www.tianxiagongchang.com/detail/577865_xin-xiang-shi-hua-long-zi-dong-hua-she-bei-you-xian-gong-si,自动化设备,914107003176810438,2014-12-01,http://www.xxhualong.com,10,3,"存续,真实工厂","通用仪器仪表制造,其他机械设备及电子产品批发",2026-09-15T16:08:20.726521+00:00
无锡畅达万盛自动化设备有限公司,无锡市惠山区洛社镇广石路1087号,江苏省,无锡市,惠山区,"制造,输送设备,自动化设备,销售,加工,通用设备的研发",孙**,00000000000,1600.0,1600万人民币,存续,,"其他通用设备制造业,通用仪器仪表制造",80.0,enterprise,true,approved,tianxiagongchang.com,648781,https://www.tianxiagongchang.com/detail/648781_wu-xi-chang-da-wan-sheng-zi-dong-hua-she-bei-you-xian-gong-si,自动化设备,913202063308881299,2015-02-25,http://www.wxcdws.cn,3,1,"存续,真实工厂","其他通用设备制造业,通用仪器仪表制造",2026-09-15T16:08:20.726521+00:00
山东道名自动化设备有限公司,山东省德州市禹城市国家高新技术产业开发区创业街中段（禹城智能制造产业园11号）,山东省,德州市,禹城市,"机电设备,建材,木制品,空气净化设备,包装设备,空调,销售,电力设备销售,水处理设备,软件开发,安装,五金交电,建筑材料销售,电线电缆,金属制品,五金制品,塑料包装制品生产,畜牧养殖设备,工业机器人,园林绿化工程,智能仓储设备,钢结构安装工程施工,建筑设备,销售：自动化设备,五金电料,钢材,自动化设备,建筑装饰装修工程,电子产品,机械设备及配件",梁**,00000000000,2000.0,2000万人民币,存续,,"电线、电缆制造,其他机械设备及电子产品批发",80.0,enterprise,true,approved,tianxiagongchang.com,807627,https://www.tianxiagongchang.com/detail/807627_shan-dong-dao-ming-zi-dong-hua-she-bei-you-xian-gong-si,自动化设备,91370102MA3C6RMMX5,2016-02-29,,10,1,"存续,真实工厂","电线、电缆制造,其他机械设备及电子产品批发",2026-09-15T16:08:20.726521+00:00
山东山诚自动化设备有限公司,山东省济南市莱芜区汇河大道以北太平西路以西连城智造产业园3号楼,山东省,济南市,莱芜区,"自动化设备,机电产品,防爆电器,仪器仪表,电气开关,环保设备,矿山机械及配件,锅炉辅机及配件销售、维修",陈*,00000000000,3600.0,3600万人民币,存续,,"配电开关控制设备制造,其他未列明电气机械及器材制造",80.0,enterprise,true,approved,tianxiagongchang.com,823816,https://www.tianxiagongchang.com/detail/823816_shan-dong-shan-cheng-zi-dong-hua-she-bei-you-xian-gong-si,自动化设备,91370116MA3R7RCM5A,2019-12-16,,5,1,"存续,真实工厂,曾用名,山东众诚自动化设备有限公司","配电开关控制设备制造,其他未列明电气机械及器材制造",2026-09-15T16:08:20.726521+00:00
宁波华臣输送设备制造有限公司,浙江省象山县经济开发区滨海工业园金商路20号,浙江省,宁波市,象山县,"聚胺脂清扫器,无动力除尘治理技术转动站设备,防撕裂缓冲床,新型酒水器,固定带式输送机,加工,密封式电动三通挡板,皮带伸缩装置及其主要配备产品,滚筒组,刮水器,栈桥冲洗器,电动推杆及各类型托辊,DTⅡ型,输送设备,电动双侧犁式卸料器,锁气漏斗,各类耐冲击熘管,弯管,齿轮对中缓冲锁气器,HQ型移动式带式输送机,机械配件制造,DT75型",陈**,00000000000,6000.0,6000万人民币,存续,,"其他专用设备制造,其他物料搬运设备制造",80.0,enterprise,true,approved,tianxiagongchang.com,924071,https://www.tianxiagongchang.com/detail/924071_ning-bo-hua-chen-shu-song-she-bei-zhi-zao-you-xian-gong-si,输送设备,91330225775600853X,2005-05-31,http://www.nbhczz.cn,17,2,"存续,真实工厂","其他专用设备制造,其他物料搬运设备制造",2026-09-15T16:08:20.726521+00:00
保定铭德输送设备制造有限公司,河北省保定市蠡县蠡吾镇大宋村,河北省,保定市,蠡县,"销售输送机械设备整机及配件,托辊支架,托辊,阻燃输送带,输送带,安装,特种输送带,制造,输送设备设计,加工,普通输送带,滚筒,帆布,货物或技术进出口",赵**,00000000000,9580.0,9580万人民币,存续,,"橡胶板、管、带制造,连续搬运设备制造",80.0,enterprise,true,approved,tianxiagongchang.com,2748494,https://www.tianxiagongchang.com/detail/2748494_bao-ding-ming-de-shu-song-she-bei-zhi-zao-you-xian-gong-si,输送设备,91130635056520072M,2012-11-07,,11,1,"存续,真实工厂","橡胶板、管、带制造,连续搬运设备制造",2026-09-15T16:08:20.726521+00:00
天津德仕达起重输送设备有限公司,天津开发区黄海路8号海盈公寓-1706（存在多址信息）,天津市,天津市,滨海新区,"欧式起重设备,物料输送产品,调试及相关技术咨询服务,起重设备,安装,影视,体育,娱乐,物料输送设备,产品设计,生产,非标物流设备",王**,00000000000,5005.0,5005万人民币,存续,,物料搬运设备制造,80.0,enterprise,true,approved,tianxiagongchang.com,3432694,https://www.tianxiagongchang.com/detail/3432694_tian-jin-de-shi-da-qi-zhong-shu-song-she-bei-you-xian-gong-si,输送设备,911201167736493706,2005-06-27,http://www.deustar.com,51,1,"存续,真实工厂",物料搬运设备制造,2026-09-15T16:08:20.726521+00:00
建平华凯输送设备有限公司,辽宁省朝阳市建平县经济开发区东城街道工人路北,辽宁省,朝阳市,建平县,"普通货运,制造输送设备,链条加工,链条组装服务,热处理加工及劳务服务,喷漆施工,机械零部件加工及劳务服务,机械零部件包装服务,钢材销售",张**,00000000000,2000.0,2000万人民币,存续,,"黑色金属铸造,普通货物道路运输",80.0,enterprise,true,approved,tianxiagongchang.com,446091,https://www.tianxiagongchang.com/detail/446091_jian-ping-hua-kai-shu-song-she-bei-you-xian-gong-si,输送设备,91211322MA0XQL7L2P,2018-05-04,http://www.jphkss.com,10,1,"存续,真实工厂","黑色金属铸造,普通货物道路运输",2026-09-15T16:08:20.726521+00:00
象山鸿运输送设备有限公司,浙江省象山县丹西街道菱河头村,浙江省,宁波市,象山县,"输送设备,相关机械配套设备,五金机械,橡胶制品制造、加工、批发、零售,电力设备安装、检修、维护",陈**,00000000000,2000.0,2000万人民币,存续,,其他传动部件制造,80.0,enterprise,true,approved,tianxiagongchang.com,981679,https://www.tianxiagongchang.com/detail/981679_xiang-shan-hong-yun-shu-song-she-bei-you-xian-gong-si,输送设备,91330225MA2817TT4Y,2015-11-24,,6,1,"存续,真实工厂",其他传动部件制造,2026-09-15T16:08:20.726521+00:00
河南瑞德克气力输送设备有限公司,河南省新乡市长垣市常村镇循环经济产业园纬二路常樊路交叉口向东100米路北,河南省,新乡市,长垣市,"自动化成套控制系统设计、生产、销售,气力输送设备专业承包,机械设备,干灰散装机,脉冲布袋除尘器,技术咨询,气力输送设备施工总承包,技术转让,阀门,仪器仪表,代理进出口,电气设备,真空压力释放阀,压力容器设计、制造、维修和安装,气力输送系统设备,粉料输送系统,喷吹系统,环保设备设计、制造,机械输送设备技术开发,计算机系统服务,气力输送设备,双轴加湿搅拌机,灰库设备,配料成套解决方案,货物进出口,技术进出口,销售自产产品,技术服务,金属材料,工业智能化固体物料气力输送系统,工业设备",胡**,00000000000,5000.0,5000万人民币,存续,,连续搬运设备制造,80.0,enterprise,true,approved,tianxiagongchang.com,4197089,https://www.tianxiagongchang.com/detail/4197089_he-nan-rui-de-ke-qi-li-shu-song-she-bei-you-xian-gong-si,输送设备,91410728MA44F9UQ8F,2017-09-29,http://www.bjredc.com,10,1,"存续,真实工厂",连续搬运设备制造,2026-09-15T16:08:20.726521+00:00
江西博阳输送设备有限公司,江西省宜春市奉新县工业园区广源路,江西省,宜春市,奉新县,"输送设备生产,销售",任**,00000000000,2000.0,2000万人民币,存续,,连续搬运设备制造,80.0,enterprise,true,approved,tianxiagongchang.com,4277746,https://www.tianxiagongchang.com/detail/4277746_jiang-xi-bo-yang-shu-song-she-bei-you-xian-gong-si,输送设备,91360921MA35TLAF9W,2017-03-24,,3,1,"存续,真实工厂",连续搬运设备制造,2026-09-15T16:08:20.726521+00:00
无锡惠畅输送设备有限公司,无锡惠山经济开发区阳山配套区天顺路12号,江苏省,无锡市,惠山区,"输送设备,加工,通用机械及配件的制造",薛*,00000000000,500.0,500万人民币,存续,,"其他通用零部件制造,物料搬运设备制造",80.0,enterprise,true,approved,tianxiagongchang.com,554515,https://www.tianxiagongchang.com/detail/554515_wu-xi-hui-chang-shu-song-she-bei-you-xian-gong-si,输送设备,913202065939504734,2012-04-17,,6,1,"存续,真实工厂","其他通用零部件制造,物料搬运设备制造",2026-09-15T16:08:20.726521+00:00
沧州众锐输送设备制造有限公司,盐山县西三里村西路南,河北省,沧州市,盐山县,"其他物料搬运设备制造,制造销售机械设备,建筑机械设备,输送设备,输送设备配件,橡塑制品,五金配件,焊接件,管道管件,法兰,支吊架,不锈钢制品,货物及技术的进出口业务",汪*,00000000000,600.0,600万人民币,存续,,"金属结构制造,其他物料搬运设备制造",80.0,enterprise,true,approved,tianxiagongchang.com,856529,https://www.tianxiagongchang.com/detail/856529_cang-zhou-zhong-rui-shu-song-she-bei-zhi-zao-you-xian-gong-si,输送设备,91130925MA7MFW105L,2022-04-18,,2,2,"存续,真实工厂","金属结构制造,其他物料搬运设备制造",2026-09-15T16:08:20.726521+00:00
无锡振鼎输送设备有限公司,无锡市惠山区洛社镇镇北村祥和路25号,江苏省,无锡市,惠山区,"加工,通用设备的制造,输送设备,通用设备,弯管,金属制品",卞**,00000000000,1000.0,1000万人民币,存续,,"机械零部件加工,物料搬运设备制造",80.0,enterprise,true,approved,tianxiagongchang.com,1103025,https://www.tianxiagongchang.com/detail/1103025_wu-xi-zhen-ding-shu-song-she-bei-you-xian-gong-si,输送设备,91320206314015600U,2014-09-26,,6,1,"存续,真实工厂","机械零部件加工,物料搬运设备制造",2026-09-15T16:08:20.726521+00:00
廊坊百冠包装机械有限公司,廊坊开发区全兴路27号,河北省,廊坊市,广阳区,"灌装机,饮料包装设备,纯净水生产线,包装机械,七,半自动吹瓶机及模具,果汁茶饮料生产线,饮料机械,吹瓶机,六,全自动吹瓶机,无菌灌装生产线",刘**,00000000000,5128.2,5128.2万人民币,存续,,食品、酒、饮料及茶生产专用设备制造,80.0,enterprise,true,approved,tianxiagongchang.com,914951,https://www.tianxiagongchang.com/detail/914951_lang-fang-bai-guan-bao-zhuang-ji-xie-you-xian-gong-si,包装机械,91131001673242098B,2007-01-16,http://www.bestcrownchina.com,55,1,"存续,真实工厂,曾用名,廊坊包装设备制造总公司 廊坊锻压机床厂（廊坊包装设备制造总公司） 锻压机床厂 廊坊锻压机床厂（廊坊包装设备制造总公司",食品、酒、饮料及茶生产专用设备制造,2026-09-15T16:08:20.726521+00:00
山东明辉包装机械有限公司,山东省潍坊市青州市经济开发区昭德北路3209号,山东省,潍坊市,青州市,"液体灌装机械,货物进出口,包装机械,销售,塑料机械,塑料制品销售,水处理设备制造,制造,灌装机械",卢**,00000000000,7000.0,7000万人民币,存续,,"食品、酒、饮料及茶生产专用设备制造,其他未列明制造业",80.0,enterprise,true,approved,tianxiagongchang.com,2008569,https://www.tianxiagongchang.com/detail/2008569_shan-dong-ming-hui-bao-zhuang-ji-xie-you-xian-gong-si,包装机械,913707817402141865,2002-05-10,http://www.sdmhjx.com,31,1,"存续,真实工厂,曾用名,青州市明辉包装机械有限公司","食品、酒、饮料及茶生产专用设备制造,其他未列明制造业",2026-09-15T16:08:20.726521+00:00
恩七特包装机械（昆山）有限公司,昆山市千灯镇石浦仁成路172号3幢,江苏省,苏州市,昆山市,"五金包装机械的研发、生产、销售及上门维护服务,塑料制品,电子产品,劳保用品,建筑材料,机械设备,机电设备,包装材料,纸制品的销售,货物及技术的进出口业务",白**,00000000000,1500.0,1500万人民币,存续,,"其他机械设备及电子产品批发,金属加工机械制造",80.0,enterprise,true,approved,tianxiagongchang.com,834646,https://www.tianxiagongchang.com/detail/834646_en-qi-te-bao-zhuang-ji-xie-kun-shan-you-xian-gong-si,包装机械,91320583MA1MFM5J84,2016-03-01,,13,1,"存续,真实工厂","其他机械设备及电子产品批发,金属加工机械制造",2026-09-15T16:08:20.726521+00:00
南京顺鼎包装机械有限公司,南京市江宁区淳化街道青龙大道11号,江苏省,南京市,江宁区,"电气设备,普通机械及配件,机械设备,电子元器件,包装机械,技术服务,温瓶机,五金交电销售,自动化系统工程设计,建筑材料,电气设备安装,饮料工业生产流水线设备,销售,安装,冷瓶机,输箱系统,啤酒饮料无压力输送系统,输瓶系统,电力设备及配件,电子设备加工",丁*,00000000000,1080.0,1080万人民币,存续,,"包装专用设备制造,电气设备批发",80.0,enterprise,true,approved,tianxiagongchang.com,1083035,https://www.tianxiagongchang.com/detail/1083035_nan-jing-shun-ding-bao-zhuang-ji-xie-you-xian-gong-si,包装机械,913201153024181111,2014-10-08,http://www.njshunding.com,7,1,"存续,真实工厂","包装专用设备制造,电气设备批发",2026-09-15T16:08:20.726521+00:00
江苏辉河包装机械有限公司,东台经济开发区人民路366号,江苏省,盐城市,东台市,液体包装机械,赵**,00000000000,1236.79,1236.7925万人民币,存续,,碳酸饮料制造,80.0,enterprise,true,approved,tianxiagongchang.com,1129354,https://www.tianxiagongchang.com/detail/1129354_jiang-su-hui-he-bao-zhuang-ji-xie-you-xian-gong-si,包装机械,91320582331152762W,2015-04-08,http://www.huihemachinery.com,19,1,"存续,真实工厂",碳酸饮料制造,2026-09-15T16:08:20.726521+00:00
瑞安市长城印刷包装机械有限公司,浙江省温州市瑞安市南滨街道围三路268号,浙江省,温州市,瑞安市,"通讯,印刷机械,塑料机械制造,技术进出口,包装机械,销售,电子,货物进出口,通信",王*,00000000000,3500.0,3500万人民币,存续,,印刷专用设备制造,80.0,enterprise,true,approved,tianxiagongchang.com,1305571,https://www.tianxiagongchang.com/detail/1305571_rui-an-shi-chang-cheng-yin-shua-bao-zhuang-ji-xie-you-xian-gong-si,包装机械,913303811456122947,1986-12-31,,20,1,"存续,真实工厂,曾用名,瑞安市长城印刷包装机械实业公司 瑞安市长城机电设备厂",印刷专用设备制造,2026-09-15T16:08:20.726521+00:00
温州凯祥包装机械有限公司,浙江省温州市平阳县海西镇宋埠村公园北路50号西侧楼419,浙江省,温州市,平阳县,"加工,技术进出口,包装机械,包装机械制造,机械设备制造,销售,货物进出口",杨**,00000000000,1010.0,1010万人民币,存续,,"包装专用设备制造,其他金属加工机械制造",80.0,enterprise,true,approved,tianxiagongchang.com,1743730,https://www.tianxiagongchang.com/detail/1743730_wen-zhou-kai-xiang-bao-zhuang-ji-xie-you-xian-gong-si,包装机械,91330381069233902D,2013-05-20,http://www.wzkxjx.com,18,3,"存续,真实工厂,曾用名,瑞安市凯祥包装机械有限公司","包装专用设备制造,其他金属加工机械制造",2026-09-15T16:08:20.726521+00:00
诸城市亿康食品包装机械有限公司,山东省潍坊市诸城市龙都街道办事处龙都工业园,山东省,潍坊市,诸城市,"货物进出口业务,包装机械,屠宰机械,运输,食品机械,物流,仓储",赵**,00000000000,3000.0,3000万人民币,存续,,食品、酒、饮料及茶生产专用设备制造,80.0,enterprise,true,approved,tianxiagongchang.com,2268757,https://www.tianxiagongchang.com/detail/2268757_zhu-cheng-shi-yi-kang-shi-pin-bao-zhuang-ji-xie-you-xian-gong-si,包装机械,913707827609583773,2004-03-16,,20,1,"存续,真实工厂",食品、酒、饮料及茶生产专用设备制造,2026-09-15T16:08:20.726521+00:00
东光县立飞包装机械有限公司,河北省沧州市东光经济开发区包装和机械装备制造园区A区,河北省,沧州市,东光县,"水墨瓦楞纸板印刷机,三五层瓦楞纸板生产线,其他包装成型机械,包装机械配附件,其他印刷设备,免版模切成型机,模切机,平台模切机,碰线机,高速自动隔板机,薄刀分切压线机,包装机械,成型机,高速机,贴面机,圆压圆模切成型机,订箱机,单面瓦楞纸板生产线,印刷机,裱胶机,包装生产线",李**,00000000000,4000.0,4000万人民币,存续,,印刷专用设备制造,80.0,enterprise,true,approved,tianxiagongchang.com,2300617,https://www.tianxiagongchang.com/detail/2300617_dong-guang-xian-li-fei-bao-zhuang-ji-xie-you-xian-gong-si,包装机械,911309237744429027,2005-05-27,http://lfbzjx.jdzj.com,19,1,"存续,真实工厂",印刷专用设备制造,2026-09-15T16:08:20.726521+00:00
泉州市科盛包装机械有限公司,泉州市惠安城南工业区1号路,福建省,泉州市,惠安县,"开箱机,包装机械,封箱机,半自动热收缩包装机,全自动热收缩包装机,包装机,码垛机,装箱机,自动贴标机,制定塑膜包装机,自动折盒机,自动开箱机,码垛机器人",曾**,00000000000,2000.0,2000万人民币,存续,,"可穿戴智能设备制造,包装专用设备制造,农林牧渔机械配件制造",80.0,enterprise,true,approved,tianxiagongchang.com,3122583,https://www.tianxiagongchang.com/detail/3122583_quan-zhou-shi-ke-sheng-bao-zhuang-ji-xie-you-xian-gong-si,包装机械,91350500156128094J,1991-12-20,http://www.keshengpacking.com,34,1,"存续,真实工厂,曾用名,泉州市科盛包装机械厂","可穿戴智能设备制造,包装专用设备制造,农林牧渔机械配件制造",2026-09-15T16:08:20.726521+00:00
唐山久恒印刷机械有限公司,河北省唐山市玉田县彩亭桥镇东王庄村,河北省,唐山市,玉田县,"计算机系统技术开发,技术服务,技术咨询,技术转让,基础软件的开发与应用,石墨烯,印刷机械设备,医疗器械制造、销售,电子产品,通讯设备,消毒用品销售,机械零部件加工及销售,货物或技术进出口",马**,00000000000,2000.0,2000万人民币,存续,,印刷专用设备制造,80.0,enterprise,true,approved,tianxiagongchang.com,309532,https://www.tianxiagongchang.com/detail/309532_tang-shan-jiu-heng-yin-shua-ji-xie-you-xian-gong-si,印刷机械,91130229688220035F,2009-04-24,,4,1,"存续,真实工厂,曾用名,玉田县久恒印刷包装机械制造有限公司",印刷专用设备制造,2026-09-15T16:08:20.726521+00:00
常州纪文印刷机械有限公司,常州市武进区湟里镇湟里村委弯里村66号,江苏省,常州市,武进区,"印刷器材销售,销售,化工,汽车配件的销售,机械设备,五金,加工,工装夹具,金属材料,纸箱,包装材料,刀模版的制造,纸及纸制品,电子产品,表面喷涂加工,橡塑制品,不干胶,印刷机械设备,丝网印刷,交电",纪**,00000000000,500.0,500万人民币,存续,,"包装装潢及其他印刷,装订及印刷相关服务",80.0,enterprise,true,approved,tianxiagongchang.com,279878,https://www.tianxiagongchang.com/detail/279878_chang-zhou-ji-wen-yin-shua-ji-xie-you-xian-gong-si,印刷机械,913204027487258024,2003-04-24,,9,1,"存续,真实工厂","包装装潢及其他印刷,装订及印刷相关服务",2026-09-15T16:08:20.726521+00:00
盐城松洋印刷机械有限公司,盐城市盐都区郭猛镇新星村六组（H）,江苏省,盐城市,盐都区,"食品用塑料包装容器,塑料包装销售,塑料包装制品制造及销售,纸张,包装装潢塑料印刷,印刷机械,印刷机械制造及销售",吴**,00000000000,500.0,500万人民币,存续,,"包装装潢及其他印刷,印刷、制药、日化及日用品生产专用设备制造",80.0,enterprise,true,approved,tianxiagongchang.com,1272844,https://www.tianxiagongchang.com/detail/1272844_yan-cheng-song-yang-yin-shua-ji-xie-you-xian-gong-si,印刷机械,91320903058638365W,2012-12-04,,5,1,"存续,真实工厂","包装装潢及其他印刷,印刷、制药、日化及日用品生产专用设备制造",2026-09-15T16:08:20.726521+00:00
无锡市苏盛印刷机械有限公司,无锡市惠山区洛社镇镇北村胜利路10号1幢,江苏省,无锡市,惠山区,"聚氨脂辊,印刷机械配件,电器配件,不锈钢辊,橡胶辊芯",苏*,00000000000,500.0,500万人民币,存续,,"金属切削机床制造,采矿、冶金、建筑专用设备制造",80.0,enterprise,true,approved,tianxiagongchang.com,1612376,https://www.tianxiagongchang.com/detail/1612376_wu-xi-shi-su-sheng-yin-shua-ji-xie-you-xian-gong-si,印刷机械,913202067546298680,2003-10-23,,6,2,"存续,真实工厂","金属切削机床制造,采矿、冶金、建筑专用设备制造",2026-09-15T16:08:20.726521+00:00
三明恒顺印刷机械有限公司,三明市三元区荆东工业园9号,福建省,三明市,三元区,"烫印机,绷网机,电子,原辅材料,固化机,火焰处理机,印刷机械,通信,丝网印刷机,通讯,移印机",黄**,00000000000,600.0,600万人民币,存续,,"印刷专用设备制造,印刷、制药、日化及日用品生产专用设备制造",80.0,enterprise,true,approved,tianxiagongchang.com,1659730,https://www.tianxiagongchang.com/detail/1659730_san-ming-heng-shun-yin-shua-ji-xie-you-xian-gong-si,印刷机械,91350400782173044C,2005-11-29,,19,2,"存续,真实工厂","印刷专用设备制造,印刷、制药、日化及日用品生产专用设备制造",2026-09-15T16:08:20.726521+00:00
瑞安市宏强印刷机械有限公司,浙江省温州市瑞安市南滨街道高新技术产业园区81号地块,浙江省,温州市,瑞安市,"机械,机械配件,销售,印刷机械制造,五金制品销售,货物或技术进出口,加工",张**,00000000000,800.0,800万人民币,存续,,印刷专用设备制造,80.0,enterprise,true,approved,tianxiagongchang.com,1748533,https://www.tianxiagongchang.com/detail/1748533_rui-an-shi-hong-qiang-yin-shua-ji-xie-you-xian-gong-si,印刷机械,91330381L17344179T,2014-06-30,,15,3,"存续,真实工厂",印刷专用设备制造,2026-09-15T16:08:20.726521+00:00
瑞安市德科印刷机械有限公司,瑞安市南滨街道宋浦东路1555号云江标准厂房机械区4幢101室（中科厂房南一楼）,浙江省,温州市,瑞安市,"印刷机械,包装机械制造,销售,加工",薛**,00000000000,500.0,500万人民币,存续,,印刷专用设备制造,80.0,enterprise,true,approved,tianxiagongchang.com,1782404,https://www.tianxiagongchang.com/detail/1782404_rui-an-shi-de-ke-yin-shua-ji-xie-you-xian-gong-si,印刷机械,913303815777481014,2011-07-01,,5,1,"存续,真实工厂",印刷专用设备制造,2026-09-15T16:08:20.726521+00:00
浙江晶蓝印刷机械有限公司,浙江省温州市平阳县万全轻工基地综合园A16、A18、A19,浙江省,温州市,平阳县,"印刷机械制造、销售,货物进出口,技术进出口",林**,00000000000,1000.0,1000万人民币,存续,,印刷专用设备制造,80.0,enterprise,true,approved,tianxiagongchang.com,2167304,https://www.tianxiagongchang.com/detail/2167304_zhe-jiang-jing-lan-yin-shua-ji-xie-you-xian-gong-si,印刷机械,91330326MA2AR4DQ3W,2019-02-27,http://www.jinglanjixie.com,14,1,"存续,真实工厂",印刷专用设备制造,2026-09-15T16:08:20.726521+00:00
温州创达印刷机械有限公司,浙江省温州市平阳县鳌江镇务垟纸箱工业区,浙江省,温州市,平阳县,"销售,货物进出口,印刷机械制造,技术进出口",周**,00000000000,1000.0,1000万人民币,存续,,"其他专用设备制造,印刷专用设备制造",80.0,enterprise,true,approved,tianxiagongchang.com,2239069,https://www.tianxiagongchang.com/detail/2239069_wen-zhou-chuang-da-yin-shua-ji-xie-you-xian-gong-si,印刷机械,91330326062019575X,2013-01-24,http://www.wzcdjx.com,12,2,"存续,真实工厂,曾用名,平阳县沃达印刷机械有限公司","其他专用设备制造,印刷专用设备制造",2026-09-15T16:08:20.726521+00:00
温州汇龙印刷机械有限公司,浙江省温州市平阳县鳌江镇大底村大丰西路19-6号,浙江省,温州市,平阳县,"胶片机,贴窗机,技术进出口,货物进出口,销售,贴膜机,包装机械加工,印刷机械",袁**,00000000000,1000.0,1000万人民币,存续,,印刷专用设备制造,80.0,enterprise,true,approved,tianxiagongchang.com,2401493,https://www.tianxiagongchang.com/detail/2401493_wen-zhou-hui-long-yin-shua-ji-xie-you-xian-gong-si,印刷机械,91330326MA29ARL431,2018-02-02,http://www.hlmec.com,8,1,"存续,真实工厂",印刷专用设备制造,2026-09-15T16:08:20.726521+00:00
如东瀚邦食品机械有限公司,如东县马塘镇长路村13组,江苏省,南通市,如东县,"食品机械,搅拌机,面机,烘箱,绞肉机,绞切机,各类配件",刘**,00000000000,2000.0,2000万人民币,存续,,农、林、牧、渔专用机械制造,80.0,enterprise,true,approved,tianxiagongchang.com,629122,https://www.tianxiagongchang.com/detail/629122_ru-dong-han-bang-shi-pin-ji-xie-you-xian-gong-si,食品机械,91320623598561215L,2012-06-15,,5,1,"存续,真实工厂,曾用名,南通瀚邦纺织品有限公司",农、林、牧、渔专用机械制造,2026-09-15T16:08:20.726521+00:00
周口邦杰食品机械有限公司,周口市川汇产业集聚区神农路,河南省,周口市,川汇区,"销售,生产,食品机械设计,货物进出口,环保设备制造",夏**,00000000000,2000.0,2000万人民币,存续,,"其他金属制日用品制造,其他未列明制造业",80.0,enterprise,true,approved,tianxiagongchang.com,1745598,https://www.tianxiagongchang.com/detail/1745598_zhou-kou-bang-jie-shi-pin-ji-xie-you-xian-gong-si,食品机械,91411602094902581K,2014-03-11,,12,1,"存续,真实工厂","其他金属制日用品制造,其他未列明制造业",2026-09-15T16:08:20.726521+00:00
福建省腾华食品机械制造有限公司,莆田市涵江区洞庭开发区,福建省,莆田市,涵江区,"销售,不锈钢制品,食品机械生产",陈**,00000000000,1500.0,1500万人民币,存续,,"食品、酒、饮料及茶生产专用设备制造,有色金属合金制造",80.0,enterprise,true,approved,tianxiagongchang.com,1918323,https://www.tianxiagongchang.com/detail/1918323_fu-jian-sheng-teng-hua-shi-pin-ji-xie-zhi-zao-you-xian-gong-si,食品机械,913503030584089575,2012-11-27,http://www.thjx869.com,6,1,"存续,真实工厂,曾用名,莆田市腾华不锈钢制品有限公司","食品、酒、饮料及茶生产专用设备制造,有色金属合金制造",2026-09-15T16:08:20.726521+00:00
